time_s,ECG1,ECG2,NIBP
0.0,0.1863267409288333,-0.05405465156908192,113.25315183541856
0.01,0.19732995150298546,-0.028578802986797974,113.08435168080617
0.02,0.2002413068299985,-0.05348149438608252,112.90486797210438
0.03,0.19326261685495255,-0.03727498093575448,112.69226524572548
0.04,0.2246025006692692,-0.04132660929833649,112.42303968267281
0.05,0.21355647604619038,-0.025693253031007862,112.1313786560324
0.06,0.20139728615101835,-0.062157908294245945,111.88458855656744
0.07,0.21008853808313074,-0.04075345211533708,111.69335293836733
0.08,0.2785482023168634,-0.006008268401097223,111.54698824734265
0.09,0.25243163247159955,0.02873691531314264,111.33438552096375
0.1,0.2704135330207976,0.008478773500232593,111.2104562935268
0.11,0.27563684698985036,0.03974548603488985,111.5021173201672
0.12,0.2913067888970087,0.020040737364186132,112.54590055470081
0.13,0.2942181442240217,0.05595199948521789,114.59927965068196
0.14,0.3168239620572993,0.05769123507500919,117.35991002738088
0.15,0.3110440654521999,0.06868004175596332,120.3331431304587
0.16,0.3377172179335104,0.07099243452875403,122.94740881613293
0.17,0.3359618419275172,0.10921608942257649,124.85442322108942
0.18,0.3603230357667879,0.10053967551441308,125.89820645562303
0.19,0.3655463497358407,0.12484944568990512,126.36935119096522
0.2,0.39281889890212446,0.1150069533749498,126.31272835429144
0.21,0.3945742749081176,0.11848542455453241,125.80846460127214
0.22,0.35569911848270847,0.03452777926551595,125.1236487841421
0.23,0.3202919000203589,0.035100936448515356,124.39503039524556
0.24,0.2837715162859162,-0.02800564580379857,123.74333359579265
0.25,0.23213777328036173,-0.02974488139358987,123.23906984277333
0.26,0.21822320737919654,-0.07433255742278505,122.81279603460659
0.27,0.21008853808313074,-0.042472923664335305,122.48694763488014
0.28,0.2037092447930581,-0.06449006510782973,122.3523348533538
0.29,0.19326261685495255,-0.0442121592541266,122.3523348533538
0.3,0.2089325587621109,-0.06449006510782973,122.62156041640648
0.31,0.20139728615101835,-0.04942986602350051,123.05958613407155
0.32,0.2292264179533487,-0.06043843674524772,123.33949525121362
0.33,0.20195386878706498,-0.052315415979290625,123.4068016419768
0.34,0.2118439140891239,-0.07142724342620185,123.24975339686273
0.35,0.20195386878706498,-0.042472923664335305,122.89078597945915
0.36,0.22344652134824933,-0.05348149438608252,122.3416512992644
0.37,0.22400310398429593,-0.021068467485426446,121.55534171828515
0.38,0.22284712466327605,-0.042472923664335305,120.82672332938861
0.39,0.19848593082400534,-0.022787939034424665,120.2434012761078
0.4,0.20430864147803138,-0.06332398670103784,119.81712746794106
0.41,0.19677336886693886,-0.02974488139358987,119.50303097771292
0.42,0.20430864147803138,-0.06680245788062043,119.33423082310054
0.43,0.19908532750897862,-0.017589996305843843,119.41328912336203
0.44,0.22113456270620957,-0.05174225879629121,119.68251468641472
0.45,0.19908532750897862,-0.026266410214007267,119.96242380355679
0.46,0.20486522411407798,-0.052315415979290625,120.08635303099373
0.47,0.18517076160781343,-0.04075345211533708,120.11947204867086
0.48,0.21299989341014378,-0.06101159392824713,120.13122395816919
0.49,0.20602120343509786,-0.028578802986797974,120.11947204867086
0.5,0.19039407557686622,-0.06911485065341115,120.0414821038183
0.51,0.2124004967251705,-0.05464757279287441,119.8726819492059
0.52,0.19270603421890595,-0.06275082951803843,119.63764375923927
0.53,0.18979467889189294,-0.050003023206499915,119.35666628668825
0.54,0.21008853808313074,-0.052315415979290625,119.0308178869618
0.55,0.19964191014502522,-0.04132660929833649,118.68360237905655
0.56,0.18919528220691967,-0.07607179301257636,118.42506037009328
0.57,0.1793480509537874,-0.04132660929833649,118.15583480704059
0.58,0.1863267409288333,-0.0505959444302924,117.84173831681247
0.59,0.16890142301568184,-0.029171724210590465,117.49452280890722
0.6,0.18517076160781343,-0.08243581414794907,117.16867440918077
0.61,0.16950081970065511,-0.0453782376609185,116.93363621921414
0.62,0.20139728615101835,-0.06101159392824713,116.65265874666312
0.63,0.19617397218196558,-0.02164162466842585,116.31612679284727
0.64,0.20662060012007114,-0.057533122748664525,116.00203030261915
0.65,0.2002413068299985,-0.032630431349379985,115.76592375724358
0.66,0.2031526621570115,-0.06794877224661926,115.53088556727695
0.67,0.23038239727436857,-0.01990238907863455,115.33964994907684
0.68,0.269856950384751,-0.04132660929833649,115.13773077678732
0.69,0.29768608218708137,0.029310072496142044,114.85782165964525
0.7,0.28955141289101555,-0.01816315348884325,114.6110315601803
0.71,0.30059743751409435,0.03162246526893275,114.41979594198018
0.72,0.2883954335699957,0.01310355904581401,114.27449960636444
0.73,0.25243163247159955,0.04725582153626138,114.12813491533977
0.74,0.20837597612606426,-0.0442121592541266,113.94865120663799
0.75,0.17356815434868803,-0.039014216525545785,113.74673203434848
0.76,0.170656799021675,-0.07142724342620185,113.51062548897292
0.77,0.145696208497431,-0.04595139484391791,113.28627085309569
0.78,0.15558625379948995,-0.06449006510782973,113.14097451747995
0.79,0.1451396258613844,-0.04595139484391791,112.97217436286755
0.8,0.14454022917641113,-0.08706059969353049,112.73713617290093
0.81,0.14860756382444404,-0.03727498093575448,112.50102962752537
0.82,0.15091952246648377,-0.07664495019557575,112.23180406447268
0.83,0.20953195544708414,-0.052315415979290625,111.92945948374289
0.84,0.34585188722957616,0.0634820990273825,111.62604654760415
0.85,0.979842323735588,0.4901877397500438,111.38994000222858
0.86,0.7605915791821516,0.6453749880573313,111.23289175711453
0.87,0.14800816713947076,-0.08069657855815776,111.0085371212373
0.88,0.02389023930107743,-0.07316647901599316,110.8290534125355
0.89,0.18225940628080042,0.01889442299818732,110.64956970383372
0.9,0.2031526621570115,-0.056386808382665715,110.48183790463027
0.91,0.19617397218196558,-0.017589996305843843,110.3354732136056
0.92,0.2164678313732034,-0.05290833720308311,110.76174702177234
0.93,0.19732995150298546,0.0009486739580679826,114.67833795094347
0.94,0.25589957043465916,-0.026266410214007267,117.16867440918077
0.95,0.23504912860737473,0.016582030225396612,117.2135453363562
0.96,0.2414284218974474,-0.017589996305843843,116.338562256435
0.97,0.23560571124342133,0.011937480639022113,114.64415057785742
0.98,0.24374038053948713,-0.012945446719469346,113.17409353515707
0.99,0.22635787667526233,0.004407381096857502,112.01920133809378
1.0,0.23851706657043437,-0.02800564580379857,111.41237546581631
1.01,0.2535876117926194,0.019467580181186727,110.93054717638474
1.02,0.2367616905644412,-0.027432488620799163,110.93054717638474
1.03,0.2628782604097051,0.046682664353261974,111.17733727584968
1.04,0.27216890902679075,0.02063365858797862,112.73713617290093
1.05,0.2953741235450416,0.07563698411512852,115.92297200235765
1.06,0.304065375477154,0.054785921078425996,119.96242380355679
1.07,0.33480586260649736,0.13295270241506915,123.58628535067858
1.08,0.34700786655059607,0.08142784806750183,126.84049592630741
1.09,0.36147901508780783,0.13874356636744245,129.37677166712908
1.1,0.3794609156370059,0.1080500110157846,131.0145605090329
1.11,0.39804221287117725,0.1682710433123084,131.69830797075397
1.12,0.4148681340993554,0.13064030964227843,131.856424571277
1.13,0.41020140276634925,0.17463506444768112,131.4183988536119
1.14,0.3939748782231443,0.08721871201987515,130.70046401880475
1.15,0.3864396056120518,0.1265886812796964,129.81372902938523
1.16,0.3202919000203589,0.020040737364186132,129.0391713579043
1.17,0.2541870084775927,0.02583160131655944,128.43341384103576
1.18,0.2373610872494145,-0.032630431349379985,127.92915008801646
1.19,0.18457136492284015,-0.032630431349379985,127.44625344317593
1.2,0.21299989341014378,-0.04306584488812779,127.15459241653554
1.21,0.16543348505262223,-0.010059896763679231,127.06485056218465
1.22,0.15036293983043716,-0.0928514636459038,127.2218988072987
1.23,0.17296875766371475,-0.004269032811305922,127.58086622470228
1.24,0.19441859617597243,-0.06794877224661926,127.96226910569358
1.25,0.1665894643736421,-0.026839567397006672,128.26568204183232
1.26,0.19326261685495255,-0.04595139484391791,128.3885429138603
1.27,0.19441859617597243,-0.0025297972215146203,128.26568204183232
1.28,0.20717718275611774,-0.031484116983381175,127.91739817851813
1.29,0.19964191014502522,-0.006581425584096629,127.35651158882504
1.3,0.1787914683177408,-0.05290833720308311,126.63857675401789
1.31,0.18110342695978054,-0.016423917899051947,125.69628728333352
1.32,0.2037092447930581,-0.05579388715887323,124.7422459031508
1.33,0.1868833235648799,-0.022787939034424665,123.88969828681732
1.34,0.2007978894660451,-0.03322335257317247,123.30637623353651
1.35,0.18863869957087306,-0.010059896763679231,123.05958613407155
1.36,0.21531185205218353,-0.042472923664335305,123.08202159765928
1.37,0.1868833235648799,-0.015850760716052542,123.23906984277333
1.38,0.18457136492284015,-0.05579388715887323,123.46342447865057
1.39,0.1752807163057545,-0.0036958756283065153,123.71021457811553
1.4,0.15961077439859617,-0.05810627993166393,123.87794637731899
1.41,0.17005740233670172,-0.03205727416638058,123.94525276808216
1.42,0.17005740233670172,-0.07547887178878386,123.96768823166988
1.43,0.16718886105861536,-0.037848138118753885,123.92281730449443
1.44,0.1834153856018203,-0.07721810737857517,123.7775209688787
1.45,0.2002413068299985,-0.0048421899943053275,123.54141442350314
1.46,0.1781920716327675,-0.0505959444302924,123.227317933275
1.47,0.1839719682378669,-0.013538367943261834,122.92497335254521
1.48,0.17994744763876067,-0.05348149438608252,122.66643134358192
1.49,0.17296875766371475,-0.0048421899943053275,122.41964124411696
1.5,0.18863869957087306,-0.07259332183299375,122.08310929030111
1.51,0.16834484037963524,-0.02221478185142526,121.66751903622377
1.52,0.18225940628080042,-0.055220729975873815,121.2188097644693
1.53,0.19039407557686622,-0.015277603533053135,120.7476650291271
1.54,0.21299989341014378,-0.058699201155456425,120.31070766687097
1.55,0.1880393028858998,-0.02221478185142526,119.90686932229195
1.56,0.2118439140891239,-0.04480508047791909,119.54790190488838
1.57,0.21124451740415062,-0.0007905616317233188,119.2103015956636
1.58,0.2362051079283946,-0.056386808382665715,118.82889871467229
1.59,0.2535876117926194,0.011364323456022708,118.38018944291782
1.6,0.30059743751409435,-0.01990238907863455,117.99878656192652
1.61,0.32320325534737193,0.017155187408396017,117.71887744478445
1.62,0.29768608218708137,-0.016997075082051356,117.53939373608267
1.63,0.2901508095759888,0.05073429271584398,117.37059358147027
1.64,0.27623624367482363,-0.005435111218097817,117.15799085509137
1.65,0.22982581463832197,0.0038342239138580963,116.89944884612808
1.66,0.20662060012007114,-0.0436390020711272,116.57360044640163
1.67,0.1793480509537874,-0.01990238907863455,116.23706849258578
1.68,0.1619655470895626,-0.09053907087311308,115.94540746594537
1.69,0.17005740233670172,-0.031484116983381175,115.73280473956646
1.7,0.17296875766371475,-0.07953050015136587,115.60887551212952
1.71,0.18517076160781343,-0.02974488139358987,115.44114371292606
1.72,0.19386201353992583,-0.06101159392824713,115.17191814987338
1.73,0.18572734424386003,-0.02974488139358987,114.95824706808554
1.74,0.282016140279923,-0.09227830646290439,114.75632789579603
1.75,0.4200914480684082,0.20070383425375757,114.49885424224168
1.76,1.0778864957776442,0.5029355460615823,114.24031223327839
1.77,0.579616594369151,0.39581444496307266,114.02664115149055
1.78,0.1863267409288333,-0.26887001094910074,113.82472197920104
1.79,0.033737470554209704,-0.08069657855815776,113.6901091976747
1.8,0.1950179928609457,-0.0453782376609185,113.51062548897292
1.81,0.2292264179533487,-0.01990238907863455,113.29802276259402
1.82,0.2553429877986126,-0.028578802986797974,113.07366812671678
1.83,0.26519021905174484,0.02468528695056063,112.88243250851666
1.84,0.24952027714458652,-0.029171724210590465,112.77025519057804
1.85,0.26694559505773796,0.03162246526893275,112.7253842634026
1.86,0.2710129297057709,-0.024527174624215966,112.69226524572548
1.87,0.2814595576438764,-0.001363718814722725,112.55765246419914
1.88,0.30175341683511425,-0.011206211129678045,112.35573329190963
1.89,0.28492749560693603,0.015989109001604124,112.09719128294634
1.9,0.2733248883478106,-0.025120095848008454,111.681601028869
1.91,0.27910478495291,0.047848742760053874,111.17733727584968
1.92,0.3168239620572993,0.02237289417776992,110.76174702177234
1.93,0.3446530938596296,0.039152564811097364,110.50427336821798
1.94,0.3696136843838736,0.017728344591395426,110.44765053154421
1.95,0.29999804082912107,0.07215851293554593,110.94123073047412
1.96,0.3568550978037283,0.040318643217889256,112.92730343569211
1.97,0.35801107712474817,0.10053967551441308,116.5511649828139
1.98,0.3516317838346755,0.07911545529471113,120.37801405763415
1.99,0.3626349944088277,0.09184349756545657,123.92281730449443
2.0,0.36670232905686057,0.09184349756545657,127.12147339885841
2.01,0.39804221287117725,0.12542260287290452,129.65668078427115
2.02,0.4044215061612499,0.08662579079608265,131.14917329055922
2.03,0.39106352289613133,0.14222203754702506,131.82223719819092
2.04,0.39106352289613133,0.09763436151782988,131.86710812536637
2.05,0.39106352289613133,0.1074768538327852,131.3393405533504
2.06,0.36845770506285375,0.04958797834984517,130.4312384557521
2.07,0.30346597879218074,0.02120681577097803,129.3201488304553
2.08,0.2733248883478106,-0.05116910161329181,128.25393013233398
2.09,0.2576549464406523,-0.0031029544045140262,127.21121525320932
2.1,0.2246025006692692,-0.08069657855815776,126.32448026378977
2.11,0.21299989341014378,-0.04826378761670861,125.5841099653949
2.12,0.21299989341014378,-0.0969030920084858,125.213390638493
2.13,0.2159112487371568,-0.0471174732507098,125.18027162081587
2.14,0.24258440121846728,-0.056386808382665715,125.48261620154568
2.15,0.232737169965335,-0.031484116983381175,125.89820645562303
2.16,0.2367616905644412,-0.06389714388403725,126.23473840943888
2.17,0.24836429782356664,-0.01411152512626124,126.40247020864233
2.18,0.26112288440371195,-0.0384212953017533,126.43665758172838
2.19,0.25127565315057965,-0.00832066117388793,126.20055103635282
2.2,0.2704135330207976,-0.02974488139358987,125.72940630101063
2.21,0.2367616905644412,-0.007747503990888524,125.01147146620349
2.22,0.2292264179533487,-0.07373963619899256,120.9271487378289
2.23,0.207776579441091,-0.03436966693917128,117.55007729017206
2.24,0.2814595576438764,-0.03436966693917128,116.61847137357707
2.25,0.2576549464406523,0.0009486739580679826,116.38343318361045
2.26,0.2576549464406523,-0.06043843674524772,116.68577776434024
2.27,0.24665173586650016,-0.04480508047791909,117.06824900074048
2.28,0.2251590833053158,-0.10095472037106781,117.43789997223344
2.29,0.26112288440371195,-0.004269032811305922,117.674006517609
2.3,0.2414284218974474,-0.06158475111124653,117.95391563475108
2.31,0.23560571124342133,-0.052315415979290625,118.13339934345287
2.32,0.24720831850254676,-0.06563637947382854,118.4368122795916
2.33,0.23213777328036173,-0.06737561506361985,118.44749583368099
2.34,0.22169114534225617,-0.07259332183299375,118.45924774317932
2.35,0.26694559505773796,-0.013538367943261834,118.22314119780376
2.36,0.2628782604097051,-0.05348149438608252,117.98810300783714
2.37,0.25825434312562556,-0.04132660929833649,117.77443192604929
2.38,0.24720831850254676,-0.05348149438608252,117.58426466325811
2.39,0.2443397772244604,-0.01411152512626124,117.33747456379315
2.4,0.2617222810886852,-0.08532136410373918,117.10136801841759
2.41,0.30582075148314714,-0.001363718814722725,116.74240060101401
2.42,0.33133792464343775,-0.039014216525545785,116.40586864719816
2.43,0.37192564302591336,0.005000302320649992,116.09177215697004
2.44,0.3707696637048935,-0.025120095848008454,115.88985298468053
2.45,0.37890433300095927,0.01310355904581401,115.62062742162784
2.46,0.3620784117727811,-0.005435111218097817,115.40695633984001
2.47,0.33540525929147064,0.03857940762809796,115.14948268628567
2.48,0.27739222299584354,-0.039014216525545785,114.85782165964525
2.49,0.2605663017676653,-0.028578802986797974,114.55440872350653
2.5,0.20717718275611774,-0.08243581414794907,114.29693506995217
2.51,0.20953195544708414,-0.06911485065341115,114.01595759740115
2.52,0.21475526941613693,-0.09459069923569509,113.66767373408697
2.53,0.20486522411407798,-0.055220729975873815,113.37601270744658
2.54,0.23153837659538845,-0.08186265696494967,113.19652899874478
2.55,0.20255326547203822,-0.05810627993166393,112.97217436286755
2.56,0.19326261685495255,-0.11022405550302372,112.78200710007637
2.57,0.3887515642540916,-0.030318038576589275,112.59077148187626
2.58,0.6097576848135211,0.19605928466738307,112.45615870034992
2.59,1.2049157789430505,0.6858912716831514,112.31086236473419
2.6,0.5500320865608276,0.22963838997483102,112.0416368016815
2.61,0.023333656665030827,-0.1449692392172636,111.77241123862882
2.62,0.13991631189233164,-0.0471174732507098,111.61429463810582
2.63,0.27388147098385723,-0.011799132353470533,111.43481092940404
2.64,0.26519021905174484,-0.05927235833845583,111.1997727394374
2.65,0.2733248883478106,0.0038342239138580963,110.96366619406184
2.66,0.301154020150141,-0.0442121592541266,110.78418248536006
2.67,0.31742335874227257,-0.01237228953646994,110.59401522256888
2.68,0.30230999947116083,-0.0505959444302924,110.43696697745482
2.69,0.31451200341525953,0.005573459503649398,110.26816682284242
2.7,0.2803035783228565,-0.056386808382665715,110.14530595081442
2.71,0.29999804082912107,-0.011206211129678045,109.89851585134946
2.72,0.3075333134402136,-0.02047554626163396,109.53954843394588
2.73,0.30868929276123347,0.027570836906350742,109.13464173395792
2.74,0.33364988328547746,0.005573459503649398,108.8205452437298
2.75,0.34294053190256313,0.054785921078425996,108.66349699861573
2.76,0.3481638458716159,-0.001956640038515214,108.65281344452634
2.77,0.34872042850766255,0.0617428634375912,108.91028709808069
2.78,0.3516317838346755,0.02294605136076933,109.853644924174
2.79,0.3707696637048935,0.05943047066480049,112.29911045523585
2.8,0.39628683686518407,0.05363960671242718,115.65374643930497
2.81,0.3869961882480984,0.09300957597224846,118.79577969699517
2.82,0.40557748548226974,0.08490631924708444,121.54465816419575
2.83,0.42240340671044796,0.12311021010011382,124.02431106834365
2.84,0.48448377765410794,0.1202246601443237,126.06593825482648
2.85,0.4873523189321943,0.15959462940414498,127.25608618038476
2.86,0.4937316122222669,0.13006715245927902,127.5926181342006
2.87,0.4688138357469496,0.09763436151782988,127.36826349832337
2.88,0.44732118318576525,0.06636764898317261,126.75075407195651
2.89,0.3748369983529264,0.04725582153626138,126.06593825482648
2.9,0.3243592346683918,-0.03610890252896259,125.35975532951767
2.91,0.30637733411919377,-0.007747503990888524,124.51789126727357
2.92,0.29999804082912107,-0.03496258816296378,123.57560179658918
2.93,0.2913067888970087,-0.01411152512626124,122.85766696178204
2.94,0.2541870084775927,-0.059845515521455235,122.41964124411696
2.95,0.2547435911136393,-0.03610890252896259,122.29678037208896
2.96,0.2663461983727647,-0.030910959800381766,122.56600593514163
2.97,0.25941032244664547,-0.027432488620799163,122.92497335254521
2.98,0.264034239730725,-0.06506322229082914,123.14932798842244
2.99,0.2918633715330553,-0.019329231895635145,123.24975339686273
3.0,0.2872394542489758,-0.04595139484391791,123.32881169712424
3.01,0.2623216777736585,-0.027432488620799163,123.35124716071195
3.02,0.2883954335699957,-0.04942986602350051,122.3416512992644
3.03,0.30637733411919377,0.012530401862814603,120.98377157450267
3.04,0.2826155369648963,-0.027432488620799163,120.02973019431995
3.05,0.27739222299584354,0.016582030225396612,119.15474711439875
3.06,0.27216890902679075,-0.07607179301257636,118.41437681600388
3.07,0.26810157437875787,-0.03436966693917128,117.86417378040018
3.08,0.24027244257642752,-0.06794877224661926,117.48277089940889
3.09,0.2826155369648963,-0.00021740444872391266,117.23598079994393
3.1,0.2831721196009429,-0.028578802986797974,117.07893255482986
3.11,0.28548407824298266,-0.02395401744121656,117.02337807356503
3.12,0.2982854788720546,-0.040160530891544595,117.06824900074048
3.13,0.2779488056318901,-0.0036958756283065153,117.14623894559304
3.14,0.27739222299584354,-0.05810627993166393,117.3032871907071
3.15,0.2913067888970087,0.018321265815187913,117.41546450864571
3.16,0.25649896711963244,-0.029171724210590465,117.4720873453195
3.17,0.27910478495291,-0.02974488139358987,117.393029045058
3.18,0.3394297798905769,-0.007154582767096036,117.24773270944226
3.19,0.3748369983529264,0.027570836906350742,117.06824900074048
3.2,0.38935096093906485,-0.019329231895635145,116.91120075562641
3.21,0.4322506379635802,0.062316020620590606,116.67509421025085
3.22,0.4113573820873691,0.032788543675724646,116.36099772002272
3.23,0.4189354687473883,0.09646828311103797,115.99027839312082
3.24,0.3446530938596296,0.005573459503649398,115.62062742162784
3.25,0.26112288440371195,-0.0471174732507098,115.23922454063656
3.26,0.244896359860507,-0.046544316067710395,114.80119882297147
3.27,0.2547435911136393,-0.006581425584096629,114.39736047839246
3.28,0.24082902521247412,-0.05464757279287441,114.13881846942917
3.29,0.23504912860737473,-0.039014216525545785,113.89202836996421
3.3,0.2362051079283946,-0.042472923664335305,113.46575456179747
3.31,0.22229054202722945,-0.05116910161329181,112.92730343569211
3.32,0.2379176698854611,-0.062157908294245945,112.50102962752537
